"id_componente";"codigo";"nome";"ch_total";"equivalencia";"pre_requisito";"co_requisito"
"23663";"DMI0601";"DOENCAS DO SISTEMA RESPIRATORIO";"120";"( DMI0018 OU DMI0030 ) ";"( ( MCL0303 E PAT0401 E MCI0304 E MOR0305 ) ) ";""
"23664";"DMI0602";"DOENCAS DO SISTEMA GENITOURINARIO";"120";"( DMI0015 ) OU ( DMI0023 ) ";"( ( MCL0303 E PAT0401 E MCI0304 E MOR0305 ) ) ";""
"23665";"DMI0604";"DOENCAS DO SISTEMA NERVOSO";"90";"( DMI0017 ) ";"( ( MCL0303 E PAT0401 E MCI0304 E MOR0305 ) ) ";""
"23666";"MCI0703";"DOENCAS DO SISTEMA OSTEOARTICULAR";"75";"";"( ( MCL0303 E PAT0401 E MCI0304 E MOR0305 ) ) ";""
"23667";"MCL0504";"DOENCAS DO SISTEMA LINFOHEMATOPOIETICO";"60";"( MCL0023 ) ";"( ( MCL0303 ) E ( MOR0305 ) E ( MCI0304 ) ) ";""
"23668";"MCL0603";"DOENC. SIST. IMUNOLOGICO, TECIDO CONJ.E ARTICULACO";"75";"";"( ( MCL0303 E PAT0401 E MCI0304 E MOR0305 ) ) ";""
"23669";"MCL0922";"RADIOLOGIA GERAL";"30";"";"( MCL0408 ) ";""
"23670";"MCL0923";"O RACIOCINIO ENDOCRINOLOGICO E METABOLICO";"30";"";"( ( MCL0505 ) ) ";""
"23671";"MCI0920";"FISIATRIA";"30";"";"( ( MCL0603 E MCI0703 ) ) ";""
"23672";"DMI0921";"MEDICINA ESPORTIVA";"30";"";"( ( MCL0603 E MCI0703 E MCI0705 ) ) ";""
"23673";"DOT0921";"MEDICINA ESPORTIVA";"30";"";"( ( MCL0603 E MCI0703 E MCI0705 ) ) ";""
"23674";"CIV0399";"RESISTENCIA, ESTABILIDADE E CONCRETO";"75";"( CIV0001 ) OU ( CIV0411 ) ";"( ( MEC0301 ) OU ( FIS0111 E MEQ0001 ) OU ( CIV0302 ) ) ";""
"23675";"MEC0312";"MATERIAIS DE CONSTRUCAO MECANICA II";"60";"( MEQ0007 ) OU ( DEM0200 ) OU ( MTR0703 ) OU ( MTR0708 ) ";"( ( MEC0311 ) ) ";""
"23676";"MEC0320";"MATERIAIS POLIMERICOS";"60";"";"( ( MEC0311 ) ) ";""
"23677";"MEC0321";"MATERIAIS CERAMICOS";"60";"";"( ( MEC0311 ) ) ";""
"23678";"MEC0322";"MATERIAIS COMPOSTOS";"60";"";"( ( MEC0311 ) ) ";""
"23679";"MEC0325";"FRATURA MECANICA";"60";"";"( ( MEC0311 ) ) ";""
"23680";"MEC0317";"TECNOLOGIA MECANICA I";"60";"( MEQ0013 ) OU ( DEM0401 ) OU ( MTR0707 ) ";"( ( MEC0311 ) E ( MEC0355 ) ) ";""
"23681";"MEC0323";"MATERIAS ESPECIAIS";"60";"";"( ( MEC0311 ) OU ( MEC0512 E MEC0513 E QUI0347 ) ) ";""
"23682";"MTR0703";"MATERIAIS DE CONSTRUÇÃO MECANICA II";"60";"( MEC0312 ) OU ( DEM0200 ) ";"( ( MEC0311 ) OU ( MTR0702 ) OU ( MTR0701 ) ) ";""
"23683";"MEC0313";"PROCESSOS DE FABRICACAO I";"60";"( MEQ0016 ) OU ( DEM0350 ) OU ( MTR0704 ) OU ( MEC1701 ) ";"( ( MEC0312 ) ) ";""
"23684";"MEC0326";"CORROSAO";"60";"";"( ( MEC0312 ) ) ";""
"23685";"MEC0315";"ESPECIFICACAO E SELECAO DOS MATERIAIS";"45";"( MEQ0030 ) OU ( DEM0300 ) OU ( MTR0501 ) OU ( MEC1801 ) ";"( ( MEC0312 ) OU ( MEC0513 ) ) ";""
"23686";"MEC0316";"SOLDAGEM";"45";"( MTR0706 ) OU ( DEM0400 ) OU ( MEC1601 ) ";"( MEC0312 ) OU ( MEC0513 ) OU ( MEC0313 ) ";""
"23687";"MTR0704";"PROCESSOS DE FABRICAÇÃO I";"60";"( MEC0313 ) OU ( DEM0350 ) ";"( ( MEC0312 ) OU ( MTR0703 ) ) ";""
"23688";"MTR0706";"SOLDAGEM";"45";"( MEC0316 ) ";"( ( MEC0312 ) OU ( MTR0703 ) OU ( MEC0513 ) OU ( MTR0604 ) ) ";""
"23689";"MEC0314";"PROCESSOS DE FABRICACAO II";"60";"( MEQ0022 ) OU ( MTR0705 ) ";"( ( MEC0313 ) ) ";""
"23690";"MEC0327";"MANUFATURA ASSISTIDA POR COMPUTADOR";"60";"";"( ( MEC0313 ) ) ";""
"23691";"MTR0705";"PROCESSOS DE FABRICAÇÃO II";"60";"( MEC0314 ) ";"( ( MEC0313 ) OU ( MTR0704 ) ) ";""
"23692";"MEC0328";"ENSAIOS DE MATERIAIS";"60";"";"( ( MEC0315 ) ) ";""
"23694";"MEC0363";"MAQUINAS FERRAMENTAS";"60";"( MEQ0026 ) ";"( ( MEC0317 OU MTR0707 ) ) ";"( ( MEC0362 ) ) "
"23695";"MEC0318";"TECNOLOGIA MECANICA II";"60";"( MEQ0020 ) OU ( DEM0402 ) OU ( MEC1901 ) ";"( ( MEC0317 ) E ( MEC0316 ) ) ";""
"23696";"PRO0217";"MANUTENCAO INDUSTRIAL";"45";"( PRO0203 ) ";"";""
"23697";"PRO0220";"TOPICOS ESPECIAIS EM ENGENHARIA DA PRODUCAO";"45";"";"";""
"23698";"PRO0211";"PROJETO DE PRODUTOS";"45";"";"";""
"23699";"PRO0212";"CUSTOS DA PRODUCAO";"45";"( PRO0206 ) ";"";""
"23700";"PRO0215";"SISTEMAS INTEGRADO DE MANUFATURA";"45";"";"";""
"23701";"PRO0216";"ERGONOMIA E ESTUDO DE MOVIMENTOS";"45";"";"";""
"23702";"PRO0213";"CONTROLE ESTATISTICO DA QUALIDADE";"45";"( MEQ0046 ) ";"";""
"23703";"PRO0219";"GERENCIA DE PROGRAMAS DE QUALIDADE";"45";"";"";""
"23704";"MEC0359";"RESISTENCIA DOS MATERIAIS I";"60";"( CIV0001 ) OU ( DEM0250 ) OU ( MEC1604 ) OU ( MEC1609 ) ";"( ( MEC0351 ) ) ";""
"23705";"MEC0352";"DINAMICA";"60";"( MEQ0001 ) OU ( DEM0251 ) ";"( ( MEC0351 OU DEM0202 ) ) ";""
"23706";"MEC0353";"ESTATICA APLICADA";"45";"( MEQ0002 ) OU ( DEM0642 ) ";"( ( MEC0351 ) E ( MEC0359 ) ) ";""
"23707";"MEC0358";"VIBRACOES MECANICAS";"60";"( MEQ0012 ) OU ( DEM0303 ) OU ( MEC1703 ) ";"( ( MEC0352 ) ) ";""
"23708";"MEC0401";"ELEM.FINITOS NA ANAL.DE EQUIP.DA INDUST.PETROQUIM.";"60";"";"( ( MEC0353 ) E ( MEC0359 ) ) ";""
"23709";"MEC0355";"DESENHO DE MAQUINAS";"60";"( MEQ0005 ) OU ( DEM0201 ) OU ( MEC1705 ) ";"( ( MEC0354 ) ) ";""
"23710";"DPT0221";"DESENHO INDUSTRIAL";"60";"";"( ( MEC0354 ) ) ";""
"23711";"MEC0390";"TOPICOS ESPECIAIS EM PROJETOS MECANICOS";"60";"";"( ( MEC0354 ) ) ";""
"23712";"TEX0165";"TOPICOS ESP.EM MET.E PROC.DE MANUF.DO VESTUARIO";"60";"( DET0165 ) ";"( ( MEC0354 E TEX0125 ) ) ";""
"23713";"MTR0707";"TECNOLOGIA MECANICA I";"60";"( MEC0317 ) OU ( DEM0401 ) OU ( MTR0713 ) ";"( ( MEC0355 ) E ( ( MEC0311 ) OU ( MTR0702 ) OU ( MTR0701 ) ) ) ";""
"23714";"MEC0356";"MECANICA APLICADA AS MAQUINAS";"60";"( MEQ0009 ) OU ( DEM0351 ) OU ( MEC1804 ) ";"( ( MEC0355 OU MEQ0005 ) E ( MEC0352 ) ) ";""
"23715";"MEC0364";"CONSTRUCAO DE MAQUINAS";"75";"( ( MEQ0029 ) OU ( DEM0450 ) OU ( MEC1001 E MEC1002 ) ) ";"( ( MEC0357 OU DEM0352 ) ) ";""
"23716";"MEC0360";"RESISTENCIA DOS MATERIAIS II";"60";"( CIV0107 ) OU ( DEM0302 ) OU ( MEC1704 ) ";"( ( MEC0359 ) ) ";""
"23717";"MEC0361";"ELEMENTOS DE MAQUINAS I";"90";"( MEQ0017 ) ";"( ( MEC0360 ) ) ";""
"23718";"MEC0324";"FADIGA E IMPACTO";"60";"( MEQ0038 ) ";"( ( MEC0360 ) ) ";""
"23719";"MEC0368";"ANALISE EXPERIMENTAL DE TENSOES E DEFORMACOES";"60";"";"( ( MEC0360 ) ) ";""
"23720";"MEC0350";"ESTRUTURAS METALICAS";"60";"( MEQ0040 ) ";"( ( MEC0361 ) ) ";""
"23721";"PRO0218";"LUBRIFICACAO INDUSTRIAL";"45";"( TEX0245 ) ";"( ( MEC0361 ) ) ";""
"23722";"MEC0362";"ELEMENTOS DE MAQUINAS II";"90";"( MEQ0023 ) ";"( MEC0361 ) E ( MEC0358 OU DEM0303 OU DEM0351 ) ";""
"23723";"MEC0366";"MAQUINAS DE ELEVACAO E TRANSPORTES";"60";"( MEQ0039 ) OU ( MEC1206 ) ";"( MEC0362 OU DEM0403 ) ";""
"23724";"MEC0365";"COMANDOS NUM. APLICADA A MAQUINAS FERRAMENTAS";"60";"";"( ( MEC0363 ) ) ";""
"23725";"MEC0369";"TECNOLOGIA DE USINAGEM";"60";"";"( ( MEC0363 ) OU ( MEC0523 ) ) ";""
"23726";"MEC0372";"TERMODINAMICA II";"60";"( MEQ0008 ) OU ( DEM0355 ) OU ( MEC1602 ) OU ( MEC1607 ) ";"( ( MEC0371 ) ) ";""
"23727";"MEC0376";"LABORATORIO DE TRANSMISSAO DE CALOR";"30";"( MEQ0011 ) OU ( DEM0405 ) ";"( ( MEC0371 ) E ( MEC0374 ) ) OU ( MEC0373 ) ";""
"23728";"MEC0377";"MOTORES DE COMBUSTAO INTERNA";"60";"( MEQ0041 ) OU ( MEC1903 ) OU ( DEM0451 ) ";"( MEC0372 OU DEM0355 ) ";""
"23729";"MEC0403";"MECANICA DOS FLUIDOS APLIC.A INDUSTRIA DE PETROLEO";"60";"";"( ( MEC0373 ) OU ( QUI0570 OU QUI0639 ) OU ( DEQ0306 ) OU ( DEQ0302 ) ) ";""
"23730";"MEC0380";"GERACAO E DISTRIBUICAO DE VAPOR";"60";"( MEQ0024 ) OU ( DEM0620 ) ";"( ( MEC0375 ) ) ";""
"23731";"MEC0389";"ENERGIA SOLAR";"60";"( MEQ0048 ) OU ( MEC1213 ) ";"( ( MEC0375 ) OU ( DEQ0506 ) ) ";""
"23732";"MEC0386";"TOPICOS ESPECIAIS EM TERMOFLUIDOS";"60";"";"( ( MEC0375 ) ) ";""
"23733";"MEC0387";"LABORATORIO DE CIENCIAS TERMICAS";"30";"( MEC1212 ) OU ( DEM0623 ) ";"( ( MEC0375 ) ) ";""
"23734";"MEC0400";"TRANSFERENCIA DE CALOR COMPUTACIONAL";"60";"";"( ( MEC0375 ) E ( DCA0304 ) ) ";""
"23735";"MEC0502";"ESTRUTURA DOS MATERIAIS";"60";"( MTR0601 ) OU ( MTR0301 ) ";"( ( MEC0501 ) E ( QUI0320 ) ) ";""
"23736";"MTR0614";"ASPECTOS SOCIAIS EM ENGENHARIA DE MATERIAIS";"30";"( MEC0503 ) ";"( ( MEC0501 OU MTR0613 ) ) ";""
"23737";"MEC0503";"ASPECTOS SOCIAIS EM ENGENHARIA DE MATERIAIS";"30";"( MTR0614 ) ";"( ( MEC0501 OU MTR0613 ) ) ";""
"23738";"MTR0601";"ESTRUTURA DOS MATERIAIS";"60";"( MEC0502 ) OU ( MTR0301 ) ";"( ( MEC0501 OU MTR0613 ) E ( QUI0320 ) ) ";""
"23739";"FIS0654";"PROPRIEDADES FISICAS DOS MATERIAIS";"60";"( MTR0305 ) ";"( MEC0502 ) ";""
"23740";"MEC0548";"TOPICOS ESPECIAIS EM MATERIAIS";"45";"";"( ( MEC0502 ) ) ";""
"23741";"MTR0617";"COMPORTAMENTO MECANICO DOS MATERIAIS";"60";"( MEC0509 ) OU ( MTR0454 ) ";"( ( MEC0502 OU MTR0601 ) E ( MEC0359 ) ) ";""
"23742";"MEC0509";"COMPORTAMENTO MECANICO DOS MATERIAIS";"60";"( MTR0617 ) OU ( MTR0454 ) ";"( ( MEC0502 OU MTR0601 ) E ( MEC0359 ) ) ";""
"23743";"MTR0622";"MATERIAIS E MEIO AMBIENTE";"60";"( MEC0539 ) OU ( MTR0909 ) ";"( ( MEC0503 OU MTR0614 ) OU ( ( QUI0040 E QUI0041 ) OU ( QUI0521 ) ) ) ";""
"23744";"MEC0539";"MATERIAIS E MEIO AMBIENTE";"60";"( MTR0622 ) OU ( MTR0909 ) ";"( ( MEC0503 OU MTR0614 ) OU ( QUI0040 E QUI0041 ) OU ( QUI0521 ) ) ";""
"23745";"MEC0546";"COMPORTAM. DOS MATER. A ALTAS PRESSÕES E ALTAS TEMPERATURAS";"60";"( MTR0920 ) ";"( ( MEC0505 ) ) ";"( ( QUI0570 ) ) "
"23746";"MEC0513";"LIGAS METALICAS E TRATAMENTOS TERMICOS";"90";"( MTR0604 ) OU ( MTR0353 E MTR0403 ) ";"( ( MEC0505 E FIS0654 ) ) ";"( ( MEC0509 ) ) "
"23747";"MTR0624";"CELULAS COMBUSTIVEIS";"60";"( MEC0547 ) OU ( MTR0911 ) ";"( ( MEC0505 OU MTR0618 ) ) ";"( ( QUI0570 ) ) "
"23748";"MEC0547";"CELULAS COMBUSTIVEIS";"60";"( MTR0624 ) OU ( MTR0911 ) ";"( ( MEC0505 OU MTR0618 ) ) ";"( ( QUI0570 ) ) "
"23749";"MTR0604";"LIGAS METALICAS E TRATAMENTOS TERMICOS";"90";"( MEC0513 ) OU ( MTR0353 E MTR0403 ) ";"( ( MEC0505 OU MTR0618 ) E ( FIS0654 ) ) ";"( ( MEC0509 OU MTR0617 ) ) "
"23750";"MEC0508";"TECNICAS EXPERIMENTAIS EM ENGENHARIA DE MATERIAIS";"45";"";"( ( MEC0506 ) ) ";""
"23751";"MEC0507";"LABORATORIO DE ANALISE MICROESTRUTURAL";"45";"( MTR0616 ) OU ( MTR0304 E MTR0354 ) ";"( ( MEC0506 OU MTR0615 ) ) ";"( ( MEC0506 ) ) "
"23752";"MEC0511";"MECANISMOS DE FRATURA";"60";"( MTR0602 ) OU ( MTR0455 ) ";"( ( MEC0509 ) ) ";""
"23753";"MEC0552";"MATERIAIS ELETRICOS E MAGNETICOS";"75";"";"( ( MEC0509 E FIS0654 ) ) ";""
"23754";"MTR0602";"MECANISMOS DE FRATURA";"60";"( MEC0511 ) OU ( MTR0455 ) ";"";"( ( MEC0509 OU MTR0617 ) ) "
"23755";"MEC0551";"COMPOSITOS";"60";"( MTR0610 ) OU ( DEM0602 ) OU ( MTR0404 ) ";"( ( MEC0512 ) OU ( MEC0315 ) ) ";""
"23757";"MTR0619";"PROCESSAMENTO CERAMICO";"90";"( MEC0522 ) OU ( MTR0402 ) ";"( MEC0512 ) ";""
"23758";"MEC0522";"PROCESSAMENTO CERAMICO";"90";"( MTR0619 ) OU ( MTR0402 ) ";"( ( MEC0512 OU MTR0603 ) ) ";""
"23760";"MTR0610";"COMPOSITOS";"60";"( MEC0551 OU DEM0602 OU MTR0404 ) ";"( ( MEC0512 OU MTR0603 OU MEC0315 OU DEM0300 OU MTR0709 ) ) ";""
"23761";"MTR0620";"PROCESSOS METALURGICOS DE FABRICACAO";"90";"( MEC0523 ) OU ( MTR0453 ) ";"( ( MEC0513 OU MTR0617 ) ) ";""
"23762";"MEC0523";"PROCESSOS METALURGICOS DE FABRICACAO";"90";"( MTR0620 ) OU ( MTR0453 ) ";"( ( MEC0513 OU MTR0604 ) ) ";""
"23763";"MEC0530";"SEMINARIOS EM MATERIAIS";"30";"( MTR0609 ) OU ( MTR0507 ) ";"( ( MEC0520 ) ) ";""
"23764";"MEC0540";"PROJETOS EM MATERIAIS";"90";"( MTR0611 ) OU ( MTR0506 ) ";"( ( MEC0520 ) ) ";""
"23765";"MTR0609";"SEMINARIOS EM MATERIAIS";"30";"( MEC0530 ) OU ( MTR0507 ) OU ( MTR0508 ) ";"";"( ( MEC0520 ) OU ( MTR0605 ) ) "
"23766";"MTR0611";"PROJETOS EM MATERIAIS";"90";"( MEC0540 ) OU ( MTR0506 ) OU ( MTR0508 ) ";"";"( ( MEC0512 OU MTR0603 ) E ( MEC0513 OU MTR0604 ) E ( QUI0347 OU MTR0451 ) OU ( MTR0403 ) ) "
"23767";"MEC0532";"INDUSTRIA CERAMICA E CONTROLE DE QUALIDADE";"60";"( MTR0607 ) OU ( MTR0452 ) ";"( ( MEC0522 ) ) ";""
"23768";"MTR0607";"INDUSTRIA CERAMICA E CONTROLE DE QUALIDADE";"60";"( MEC0532 ) OU ( MTR0452 ) ";"( ( MEC0522 OU MTR0619 ) ) ";""
"23769";"MTR0608";"SIDERURGIA E FUNDICAO";"60";"( MEC0533 ) OU ( MTR0353 E MTR0505 ) ";"( ( MEC0523 OU MTR0604 ) ) ";""
"23770";"MEC0533";"SIDERURGIA E FUNDICAO";"60";"( MTR0608 ) OU ( MTR0353 E MTR0505 ) ";"";"( MEC0523 ) "
"23773";"MEQ0009";"MECANICA APLICADA AS MAQUINAS";"75";"";"( ( MEQ0001 ) ) ";""
"23774";"CIV0213";"ELEMENTOS DE MAQUINAS E MOTORES";"60";"";"( ( MEQ0001 ) E ( FIS0004 ) ) ";""
"23775";"MEQ0012";"VIBRACOES MECANICAS";"60";"";"( ( MEQ0001 ) E ( MAT0049 OU MAT0061 ) ) ";""
"23776";"MEQ0006";"MAQUINAS DE FLUXO";"75";"( MEC0378 ) ";"( ( MEQ0001 ) E ( MEQ0003 ) ) ";""
"23777";"MEQ0201";"MAQUINAS HIDRAULICAS";"60";"";"( ( MEQ0001 ) E ( MEQ0003 ) ) ";""
"23778";"CIV0015";"HIDRAULICA GERAL";"90";"( CIV0317 ) ";"( ( MEQ0003 ) ) ";""
"23779";"CIV0218";"METODOS DE ADMINISTRACAO EM MINAS";"45";"";"( ( MEQ0003 ) E ( CIV0202 ) ) ";""
"23780";"DEQ0008";"OPERACOES UNITARIAS I";"90";"( DEQ0311 ) ";"( ( MEQ0003 ) E ( MAT0061 ) E ( DEQ0018 ) ) ";""
"23781";"MEQ0007";"MATERIAIS DE CONSTRUCAO MECANICA II";"60";"( MEC0312 ) ";"( ( MEQ0004 ) ) ";""
"23782";"MEQ0016";"PROCESSOS DE FABRICACAO I";"60";"( MEC0313 ) ";"( ( MEQ0004 ) ) ";""
"23783";"MEQ0036";"SOLDAGEM";"45";"";"( ( MEQ0004 ) ) ";""
"23784";"MEQ0013";"TECNOLOGIA MECANICA I";"60";"( MEC0317 ) ";"( ( MEQ0004 ) E ( MEQ0005 ) ) ";""
"23785";"MEQ0028";"COMANDOS HIDROPNEUMATICOS";"60";"( MEC0381 ) ";"( ( MEQ0006 ) ) ";""
"23786";"MEQ0030";"ESPECIFICACAO E SELECAO DE MATERIAIS";"45";"( MEC0315 ) ";"( ( MEQ0007 ) ) ";""
"23787";"MEQ0010";"MAQUINAS E SISTEMAS TERMICOS";"75";"";"( ( MEQ0008 OU DEQ0001 ) ) ";""
"23788";"MEQ0014";"SISTEMAS TERMICOS";"60";"( MEC0379 ) ";"( ( MEQ0008 OU DEQ0001 ) E ( DIM0044 OU DIM0040 ) ) ";""
"23789";"MEQ0011";"TRANSMISSAO DE CALOR";"75";"( DEQ0303 ) OU ( MEC0375 E MEC0376 ) ";"( ( MEQ0008 OU DEQ0001 ) E ( MEQ0003 ) ) ";""
"23790";"MEQ0033";"MECANISMOS";"60";"";"( ( MEQ0009 ) ) ";""
"23791";"MEQ0042";"GERACAO, DISTRIBUICAO E UTILIZACAO DE VAPOR";"60";"";"( ( MEQ0011 ) ) ";""
"23792";"MEQ0048";"ENERGIA SOLAR";"60";"";"( ( MEQ0011 ) ) ";""
"23793";"MEQ0024";"REFRIGERACAO E AR CONDICIONADO";"75";"";"( ( MEQ0011 ) E ( MEQ0010 ) ) ";""
"23794";"DEQ0007";"TRANSFERENCIA DE MASSA";"60";"( DEQ0304 ) ";"( ( MEQ0011 ) E ( QUI0007 ) E ( MAT0061 ) ) ";""
"23795";"MEQ0020";"TECNOLOGIA MECANICA II";"60";"( MEC0318 ) ";"( ( MEQ0013 ) ) ";""
"23796";"MEQ0022";"PROCESSOS DE FABRICACAO II";"60";"";"( ( MEQ0016 ) ) ";""
"23797";"MEQ0023";"ELEMENTOS DE MAQUINAS II";"75";"( MEC0362 ) ";"( ( MEQ0017 ) ) ";""
"23798";"MEQ0026";"MAQUINAS OPERATRIZES";"60";"( MEC0363 ) ";"( ( MEQ0017 ) E ( MEQ0012 ) ) ";""
"23799";"MEQ0029";"CONSTRUCAO DE MAQUINAS";"75";"( MEC0364 ) ";"( ( MEQ0023 ) ) ";""
"23800";"MEQ0034";"PROJETOS MECANICOS";"60";"";"( ( MEQ0023 ) ) ";""
"23801";"MEQ0039";"MAQUINAS DE TRANSPORTE";"60";"";"( ( MEQ0023 ) ) ";""
"23802";"MEQ0043";"MANUTENCAO DE MAQUINAS DA INDUSTRIA SALINEIRA";"60";"";"( ( MEQ0023 ) ) ";""
"23803";"MEQ0041";"MOTORES DE COMBUSTAO INTERNA";"60";"";"( ( MEQ0023 ) E ( MEQ0010 ) ) ";""
"23804";"TEX0245";"LUBRIFICACAO INDUSTRIAL";"45";"( PRO0218 ) ";"( ( MEQ0023 ) OU ( PRO0458 ) ) ";""
"23805";"MEQ0035";"PROJETO DE ENGENHARIA MECANICA";"30";"";"( ( MEQ0029 ) ) ";""
"23807";"MOR0002";"ANATOMIA II";"180";"";"( ( MOR0001 ) ) ";""
"23808";"DBF0002";"BIOFISICA II";"90";"( DBF0008 ) ";"( ( MOR0002 ) E ( MOR0021 ) ) ";""
"23809";"DMP0104";"PARASITOLOGIA III";"180";"";"( ( MOR0002 ) E ( MOR0021 ) E ( DBG0003 ) ) ";""
"23810";"DBQ0011";"BIOQUIMICA II";"135";"";"( ( MOR0003 OU MOR0009 ) E ( MOR0022 ) E ( DBG0003 ) ) ";""
"23811";"DFS0025";"FISIOLOGIA V";"75";"( DFS0044 ) OU ( DFS0053 ) ";"( ( MOR0004 ) E ( DBQ0005 ) ) ";""
"23812";"PAT0010";"PATOLOGIA GERAL IV";"60";"( PAT0009 ) ";"( ( MOR0004 ) E ( DFS0024 ) ) ";""
"23813";"DFS0024";"FISIOLOGIA III";"60";"";"( ( MOR0004 ) E ( MOR0023 ) ) ";""
"23814";"MOR0015";"ANATOMIA TOPOGRAFICA";"180";"( MOR0004 ) ";"( ( MOR0005 ) ) ";""
"23816";"DBF0001";"BIOFISICA I";"90";"( DBF0008 ) ";"( ( MOR0005 ) E ( MOR0023 ) ) ";""
"23817";"DMP0101";"PARASITOLOGIA I";"90";"( DMP0113 ) ";"( ( MOR0005 ) E ( MOR0023 ) E ( DBG0003 ) ) ";""
"23818";"MOR0016";"TECNICAS ANATOMICAS";"30";"";"( ( MOR0005 ) OU ( MOR0014 ) ) ";""
"23819";"DFS0101";"FISIOLOGIA ANIMAL II";"90";"( DFS0010 ) OU ( DFS0110 ) OU ( DFS0044 ) OU ( DFS0020 ) ";"( ( MOR0005 E MOR0023 E ( DBF0008 OU DBF0001 ) E DBQ0013 ) ) ";""
"23820";"DBF0005";"BIOFISICA V";"60";"( DBF0008 ) OU ( DBF0012 ) OU ( DBF0003 ) OU ( MOR0311 ) OU ( DFS0009 ) OU ( DBF3003 ) ";"( ( MOR0007 OU MOR0011 ) E ( MOR0024 OU MOR0025 ) ) ";""
"23821";"DMP0103";"PARASITOLOGIA VII";"45";"( DMP0303 ) ";"( ( MOR0007 OU MOR0023 ) E ( MOR0024 OU MOR0022 ) ) ";""
"23822";"DMP0102";"PARASITOLOGIA II";"45";"";"( ( MOR0009 ) E ( MOR0022 ) ) ";""
"23823";"DMP0105";"PARASITOLOGIA IV";"150";"";"( ( MOR0012 ) E ( MOR0023 ) ) ";""
"23824";"DFS0038";"FISIOLOGIA III";"120";"( DFS0020 ) ";"( ( MOR0012 ) E ( MOR0023 ) E ( DBQ0003 ) ) ";""
"23825";"DFS0015";"FISIOLOGIA IX";"60";"( DFS0001 OU DFS0054 ) ";"( ( MOR0013 ) E ( DBQ0008 ) ) ";""
"23826";"DBF0007";"BIOFISICA VI";"60";"( DBF0094 ) ";"( ( MOR0015 OU MOR0026 ) E ( MOR0023 ) ) ";""
"23828";"DBQ0001";"BIOQUIMICA I";"195";"( DBQ0105 OU DBQ0103 ) ";"( ( MOR0021 ) ) ";""
"23829";"DOD0130";"ANATOMIA E ESCULTURA DENTARIA";"60";"( DOD0030 ) ";"( MOR0022 ) E ( MOR0080 ) ";""
"23830";"PAT0008";"PATOLOGIA GERAL III";"45";"( PAT0312 ) OU ( PAT0700 ) ";"( DFS0053 ) ";""
"23831";"PAT0009";"PATOLOGIA GERAL V";"45";"( PAT0022 ) OU ( PAT0900 ) OU ( PAT0900.0 E PAT0900.1 ) ";"( ( MOR0023 E MOR0004 E DFS0026 ) ) ";""
"23833";"DFS0011";"FISIOLOGIA XV";"120";"( DFS0006 E DFS0007 ) ";"( ( MOR0023 OU MOR0061 ) E ( MOR0014 OU MOR0005 ) ) ";""
"23834";"MOR0033";"TECNICAS HISTOLOGICAS II";"45";"";"( ( MOR0032 ) ) ";""
"23836";"DFS0020";"FISIOLOGIA";"90";"( DFS0038 ) OU ( DFS0101 ) OU ( DFS0053 ) ";"( ( MOR0040 OU MOR0012 OU MOR0005 OU MOR0048 ) E ( MOR0045 OU MOR0023 ) ) ";""
"23837";"NUT0066";"NUTRICAO MATERNO INFANTIL";"75";"( NUT0022 ) OU ( NUT0051 ) ";"( ( MOR0041 ) E ( NUT0041 ) E ( NUT0060 ) ) ";""
"23838";"MOR0017";"EMBRIOLOGIA ESPECIAL";"30";"";"( ( MOR0042 ) ) ";""
"23839";"PAT0016";"PATOLOGIA GERAL IV";"60";"( PAT0022 ) OU ( PAT0312 ) ";"( ( MOR0042 ) E ( MOR0012 ) E ( MOR0023 ) E ( DFS0038 ) ) ";""
"23840";"DFS0110";"FISIOLOGIA ANIMAL III";"90";"";"( ( MOR0045 ) E ( DBQ0031 ) E ( DBF0014 OU DBF0016 ) ) OU ( ( MOR0023 OU MOR0069 ) E ( DBQ0031 ) E ( DBF0014 OU DBF0016 ) E ( MOR0068 OU MOR0067 ) ) ";""
"23841";"DEF0647";"CINESIOLOGIA";"60";"( DEF0403 ) OU ( FST0303 ) OU ( DEF0082 ) ";"( MOR0047 OU MOR0036 OU MOR0013 OU FST0303 ) ";""
"23842";"MOR0046";"ANATOMIA DO SISTEMA NEURO-MOTOR";"60";"";"( ( MOR0047 ) ) OU ( MOR0013 ) ";""
"23843";"AGP0202";"FISIOLOGIA ANIMAL";"60";"( ZOO0304 ) ";"( MOR0052 ) ";"( DBQ0009 ) "
"23844";"MOR0081";"ANATOMIA DA CABECA E DO PESCOCO";"75";"( MOR0009 ) ";"( ( MOR0080 OU MOR0014 OU MOR0029 ) ) ";""
"23845";"DBQ0100";"BIOQUIMICA";"90";"( DBQ0002 ) OU ( DBQ0023 ) ";"( ( MOR0080 ) E ( MOR0022 ) E ( DBG0003 ) ) ";""
"23846";"DOD0109";"IMAGENOLOGIA";"60";"( DOD0033 ) ";"( MOR0080 ) E ( MOR0081 ) E ( MOR0043 ) E ( DOD0052 ) OU ( DOD0059 ) ";""
"23847";"DOD0126";"DISFUNCAO TEMPOROMANDIBULAR E DOR OROFACIAL";"30";"";"( ( MOR0081 ) E ( DOD0107 ) E ( DOD0108 ) E ( DOD0109 ) E ( DFS0036 ) E ( DOD0115 ) ) ";""
